API명,필드수
지방정수장 수질정보 조회 서비스,146
수도요금단가 조회 서비스,21
골재자원정보 조회 서비스,33
울산광역시 노인복지관 현황 API,16
울산광역시 다자녀사랑카드 참여업체 API,18
사업화유망기술조회서비스,0
건물에너지정보 서비스,42
잔류농약 정보서비스,0
기능성화장품 심사품목 정보서비스,0
기존한약서 정보서비스,0
기능성화장품 보고품목 정보서비스,0
잔류동물용의약품 정보서비스,0
생약기원 정보서비스,0
생약표준품 정보서비스,0
식품오염물질정보(수시),0
성남시 청소년 시설 현황,0
성남시 식품제조 식품소분판매업 현황업,0
[인천공항] 상업시설 정보 서비스,24
[인천공항] 주차정보,12
영도구 복지프로그램 현황,0
성남시 영화상영관 현황,9
성남시 공연장 현황,12
성남시 CNG LPG 충전소 현황,12
성남시 대규모 점포시장 현황,16
성남시 사회적기업 현황,16
성남시 자전거 공기주입기 설치현황,11
세출/지출 예산편성현황,0
기금별 수입/지출 결산현황,0
회계별 세입결산 현황,0
회계/기금별 국가채권현황,0
국가채권현황,0
채권현재액명세서,0
국가채무,0
국유재산 증감 및 현재액 현황,0
회계별 세입/세출결산 현황,0
부담금 운용현황,0
세출예산 편성현황(추경포함),0
성남시 음식물쓰레기 다량배출 사업장 현황,8
성남시 폐기물수집운반업체 현황,12
성남시 종량제봉투 판매소 현황,11
성남시 빗물이용시설 현황,18
체육인복지 메달리스트 조회 서비스,23
소마미술관 조각작품현황 API 서비스,0
대전도시철도역명,9
국립고궁박물관 소장품 정보,0
한국원자력환경공단 방폐물반입현황,52
작은도서관 검색 서비스,25
한옥마을쇼핑센터 검색 서비스,62
약가기준정보조회서비스,0
치료재료정보조회서비스,0
승마장 조회 서비스,3
현충시설정보,0
재래시장(5일장) 명소 서비스,56
통계정보,0
관내 교육기관 현황,18
금융기관 정보,18
국가지정문화재 천연기념물,24
"국가지정문화재_국보,보물",48
시지정문화재,72
문화재 자료,24
국가지정문화재 중요민속문화,24
토지분양 정보 조회 서비스,11
Waterpedia 지식정보 조회 서비스,10
Waterpedia 지식재산권 조회 서비스,10
수문현황정보 조회 서비스,36
수문제원현황 조회 서비스,23
다목적댐 관리현황 조회 서비스,26
용수댐 관리현황 조회 서비스,25
다기능보 관리현황 조회 서비스,21
우량 관측정보 조회 서비스,56
지하수이용정보 조회 서비스,86
지하수허가/신고현황 조회 서비스,12
지하수용도별 사용현황 조회 서비스,81
지하수이용특성별현황 조회 서비스,123
지하수위현황 조회 서비스,12
지하수 국내업체정보 조회 서비스,0
보조지하수관측정보 조회 서비스,7
올림픽공원 스포츠센터 정보,0
올림픽공원 스케이트장 정보,0
올팍축구장 정보,0
일산올림픽스포츠센터 정보,0
분당올림픽스포츠센터 정보,0
올림픽수영장 정보,0
사회서비스 제공기관 품질평가 정보 검색,0
부산광역시 남구 노인대학 현황 조회 서비스,3
부산광역시 남구 경로당 현황 조회 서비스,2
부산광역시남구노인복지시설현황조회서비스,2
부산광역시남구지역아동센터현황조회서비스,2
부산광역시남구발달재활서비스제공기관조회,2
부산광역시남구 사회복지관현황조회 서비스,2
사회서비스 제공기관 정보 검색,0
사회서비스 공통코드 조회,0
산업제품활용디자인,0
디자인문양,0
산업재산권 정보 조회서비스,9
강북문화정보도서관 소장도서 정보현황,0
도서관 일반열람실현황 조회 서비스,13
인사미술공간 전시 목록,17
공연예술센터 공연 목록,20
아르코미술관 전시 목록,14
보훈병원 위탁병원 정보(위도 경도 포함),18
보훈병원 위탁병원 정보,15
울산광역시 장애인 생활시설 현황 API,25
남원시 공연행사 정보 조회 서비스,44
남원시 축제 정보 조회 서비스,39
남원시 전시 공연장 정보 조회 서비스,40
경주마조회서비스,17
기수정보 조회 서비스,13
조교사정보 조회 서비스,11
출전표 조회 서비스,27
주행심사결과 조회 서비스,20
경주성적표 조회 서비스,21
일일훈련 조회 서비스,13
충청북도 공약이행 현황,0
부산 부동산 중개업 정보 서비스,16
부산광역시 전통시장정보,30
발전설비 이용률 조회서비스,6
성남시 무더위 쉼터 현황,11
부산 공영주차장 정보 조회,2
광주광역시 시립미술관 작품목록,19
발전실적 조회서비스,10
연료소비실적 조회서비스,8
발전설비 열효율 조회서비스,5
발전소 주변 대기오염물질 농도 조회서비스,7
광주광역시 유리알관리시스템 보조사업목록,14
발전소 배출 수질 조회서비스,18
울산광역시 미분양주택현황 API,28
울산광역시 무인민원 발급정보,37
울산광역시 중소기업 현황 API,16
울산광역시 사회적기업,39
울산광역시 공공도서관,63
광주광역시 보건환경연구원 환경오염측정망,35
울산광역시 청소년 상담센터 API,22
광주광역시 상수도사업부 월간수질검사결과,78
광주광역시 시립도서관 도서목록,23
광주광역시 보건환경연구원 환경오염측정망,41
휴양림/숲 명소 서비스,56
약수터 정보 서비스,44
산 명소 서비스,56
사찰 명소 서비스,56
국립/도립 공원 정보 서비스,56
생태자원 명소 서비스,56
천연기념물 명소 서비스,56
공원/길 정보 서비스,56
문화재 명소 서비스,56
국보/보물 정보 서비스,56
민속문화자원 명소 서비스,56
고택 명소 정보 서비스,57
기타 유산 정보 서비스,56
음식명가 정보 서비스,92
맛집 정보 서비스,93
친환경음식점 정보,92
행복마을 한옥민박체험 정보 서비스,50
숙박 정보 서비스,90
관광전시장 정보 서비스,56
행복마을 특산품 정보 서비스,45
남도여행 이벤트 정보 서비스,0
대표축제 조회 서비스,53
골프장 정보 서비스,56
레포츠 명소 서비스,56
박물관 정보 서비스,56
전시관 정보 서비스,56
테마파크 서비스,56
기념관 정보 서비스,56
공연장 정보 서비스,56
미디어 조회 서비스,23
가이드북 조회 서비스,22
무인도서 검색 및 서비스,0
부산 먹는물 공동시설 수질 정보 조회,2
스포츠과학,13
체육과학연구,12
체육과학논총,12
스포츠개발원 - 연구과제종합보고서 정보,20
스포츠바우처 이용시설 강좌정보,23
스포츠바우처 시설정보서비스,29
자전거 대여,6
낙뢰관측 정보조회 서비스,16
부산의료관광 의료기관 정보 서비스,56
분묘개장현황,18
성남시 업체 및 공장등록 현황,0
고령인력 구인정보,35
고령인력 교육정보,27
울산시 CCTV 설치 현황,0
아르코미술관 소장자료(미디어) 목록,20
월간자원시장전망,34
자원정보 포커스,26
주간자원시장정보,32
울산광역시 전시관/박물관 현황,34
울산광역시 문화시설현황 API,17
암각화박물관 교육,43
울산문화예술회관 시립예술단 정보,0
대곡박물관 전시 정보,29
암각화박물관 전시,30
울산박물관 교육프로그램,37
울산문화예술회관 공연정보,0
울산문화예술회관 전시정보,0
대곡박물관 교육프로그램,37
울산박물관 전시정보,35
울산광역시 보건소 위치현황 API,17
울산광역시 응급의료기관 시설현황 API,17
평일야간 휴일진료 의료기관 목록 API,21
울산광역시 의료기관 현황 API,21
부산광역시 문화축제정보,30
보령 물가 안내,21
예술자료원 전자도서관 소장자료,16
국가별 수출입실적 서비스,0
성질별 수출입실적 서비스,0
신성질별 수출입실적 서비스,0
품목별 국가별 수출입실적 서비스,0
성질별 국가별 수출입실적 서비스,0
신성질별 국가별 수출입실적 서비스,0
대륙별 수출입실적 서비스,0
경제권별 수출입실적 서비스,0
세관별 수출입실적 서비스,0
종류별 수출입실적 서비스,0
항구/공항별 수출입실적 서비스,0
경상남도 월간 인구통계,0
입찰공고 조회 서비스,19
실시간 수도정보 유량(시간) 조회 서비스(GW),0
실시간 수도정보 수질(시간) 조회 서비스(GW),28
실시간 수도정보 수위(시간) 조회 서비스(GW),21
실시간 수도정보 압력(시간) 조회 서비스(GW),21
다목적댐 수질정보 조회 서비스,60
미술관 정보,0
숙박 정보 서비스,71
거제시 어린이집,0
종합사회복지관 정보,0
부산광역시남구 정보화교육일정조회서비스,2
거제시 문화재 정보,60
거제시 착한가격업소,39
거제8미 전문 음식점 정보 서비스,78
거제시 추천관광 정보,53
거제시 농어촌체험마을 현황,49
체육시설 정보,0
김제숙박 정보 서비스,19
향토문화유산 검색 서비스,62
부산광역시남구동네생활체육시설현황조회,2
부산광역시남구체육시설업현황조회서비스,2
복지정보서비스,26
울산광역시 자전거도로 현황 API,21
유스호스텔 정보,0
청소년수련원 정보,0
청소년수련관 정보,0
야영장 정보,0
울산광역시 공공체육시설 현황 API,26
울산시 기업정보,17
도서정보,55
울산광역시 전자도서정보,36
부산광역시 남구 숙박업소 현황 조회 서비스,2
부산광역시남구착한가격업소현황조회서비스,2
울산광역시 민방위 대피시설 현황 API,15
부산광역시 남구 민방위 대피시설 현황 조회,3
울산광역시 노인일자리 사업현황 API,18
울산광역시 일자리지원기관 현황 API,18
제주시종합자료센터 보유자료정보,16
오산시 착한가격업소정보,18
부동산 중개업소 현황조회,10
주정차 단속무인카메라 설치현황,0
탐라순력도 정보 조회,15
광주광역시 버스카드충전소,16
대기오염물질 배출량 조회서비스,12
전남 공공(생활)체육시설 현황 서비스,19
서귀포시 연령별 인구현황,0
서귀포시 모범음식점,0
부산광역시남구 옥외광고업현황조회 서비스,2
제주특별자치도 대기환경정보,0
제주시 착한가격업소 정보,17
광주광역시 문화관광 볼거리,37
광주광역시 문화관광 즐길거리 문화행사일정,22
광주광역시 문화관광 살거리,36
광주광역시 문화관광 즐길거리,0
제주휴먼북 정보,0
제주시보건소 건강생활정보 조회,14
해양관광.레저 정보 서비스,22
판매업체API,0
공사업체API,0
제작업체API,0
도서관 정보,0
도시공원정보,49
문화원 정보,0
연료도입실적 조회서비스,8
광주광역시 문화관광 잠잘거리 숙박시설,22
자동차 정기검사일 정보,14
제주절물자연휴양림숙박예약현황,0
제주공공자전거 정보,0
제주시 공영주차장 정보,16
광주광역시 시대표홈페이지 시민정보화교육,26
광주광역시 시립도서관 문화강좌,37
박물관 정보,0
제주시 인구현황정보,0
제주복지서비스정보,0
제주 복지시설 정보,0
경상북도내 주요 공연소개 조회,2
"경상북도내 박물관, 미술관, 기념관 정보조회",4
경상북도내 도지정문화재 정보조회,4
경상북도 도립예술단의 공연행사 조회,2
경상북도 공연행사 정보,1
경상북도내 국가지정문화재 정보조회,4
제주시 재활용업체정보,0
제주디지털콘텐츠-이미지정보,0
제주디지털콘텐츠-동영상정보,0
제주디지털콘텐츠-애니메이션정보,0
제주디지털콘텐츠-사진정보,0
행정심판 조회 서비스,4
공장등록 현황,15
김천시 무인민원 발급기 운영 정보,0
가스사업자 현황,16
차량 등록현황,0
김천시 주유소 업소 현황,12
착한가격업소 운영 현황,0
김천시 지역아동센터 현황 정보 제공,0
김천시 노인복지시설 정보 제공,0
김천시 주차장 운영 정보,41
담배소매인지정 현황,0
통신 방문판매업 등 현황,13
어린이보호구역,21
김천시 보육시설 정보,15
