파일명,필드수
전라남도+진도군_무인민원발급정보_20150930,11
전라남도+진도군_문화축제_20161019,16
전라남도+진도군_민박펜션업소_20161020,14
전라남도+진도군_보호수_20161020,23
전라남도+진도군_사회적기업_20150930,12
전라남도+진도군_세차장_20161019,18
전라남도+진도군_어린이보호구역_20160930,12
전라남도+진도군_어린이집_20160930,15
전라남도+진도군_전통시장_20150930,16
전라남도+진도군_주차장정보_20160930,31
전라남도+진도군_평생학습강좌_20160930,25
전라남도+최다+이용+정류장(14년),6
전라남도+함평군_CCTV_20170520,13
전라남도+함평군_감염병발생현황_20160531,3
전라남도+함평군_공중화장실_20170526,21
전라남도+함평군_농어촌체험마을_20170520,17
전라남도+함평군_도서관_20170520,26
전라남도+함평군_도시공원정보_20170520,17
전라남도+함평군_무료급식소_20170520,14
전라남도+함평군_무료와이파이_20170520,15
전라남도+함평군_무인민원발급정보_20160906,11
전라남도+함평군_병의원+현황,5
전라남도+함평군_안경업소현황_20160523,5
전라남도+함평군_어린이집_20151030,15
전라남도+함평군_어린이집_20170520,15
전라남도+함평군_의료기기판매업소현황_20160523,5
전라남도+함평군_주차장정보_20170520,31
전라남도+해남군_CCTV_20160906,13
전라남도+해남군_공연행사정보_20160928,24
전라남도+해남군_공중화장실_20160929,21
전라남도+해남군_관광안내소_20160929,24
전라남도+해남군_길관광정보_20160929,14
전라남도+해남군_농기계임대정보_20160930,18
전라남도+해남군_농어촌체험마을_20150930,17
전라남도+해남군_도서관_20160928,22
전라남도+해남군_도시공원정보_20160910,17
전라남도+해남군_무더위쉼터_20160928,20
전라남도+해남군_무료급식소_20150930,14
전라남도+해남군_무인민원발급정보_20160930,11
전라남도+해남군_문화축제_20150915,16
전라남도+해남군_문화축제_20160929,16
전라남도+해남군_보안등정보_20161005,11
전라남도+해남군_사회적기업_20160930,12
전라남도+해남군_상수도수질검사_20161017,67
전라남도+해남군_어린이보호구역_20150923,12
전라남도+해남군_어린이집_20151001,15
전라남도+해남군_전기차충전소_20161018,19
전라남도+해남군_전통시장_20150831,16
전라남도+해남군_주차장정보_20150924,31
전라남도+해남군_휴양림_20160929,15
전라남도+화순군_개별공시지가_20160101,3
전라남도+화순군_공공시설개방정보_20160616,26
전라남도+화순군_공연행사정보_20150901,24
전라남도+화순군_공연행사정보_20160901,24
전라남도+화순군_관광안내소_20150825,24
전라남도+화순군_도서관_20160901,22
전라남도+화순군_도시공원정보_20150731,17
전라남도+화순군_도시공원정보_20160601,17
전라남도+화순군_무더위쉼터_20160601,20
전라남도+화순군_무료급식소_20150911,14
전라남도+화순군_무료급식소_20160901,14
전라남도+화순군_무인민원발급정보_20150924,11
전라남도+화순군_문화축제_20150801,16
전라남도+화순군_문화축제_20160901,16
전라남도+화순군_민박펜션업소_20150901,14
전라남도+화순군_민박펜션업소_20160901,14
전라남도+화순군_사회적기업_20150831,12
전라남도+화순군_세차장_20160501,18
전라남도+화순군_어린이보호구역_2015831,12
전라남도+화순군_어린이보호구역_20160901,12
전라남도+화순군_어린이집_20160901,15
전라남도+화순군_재해위험지구_20160501,20
전라남도+화순군_전통시장_20160901,16
전라남도+화순군_휴양림_20150827,15
전라남도+화순읍_어린이집_20150911,15
전라남도,5
전라남도_+대표명주(전통술)현황_20151231,5
전라남도_가축시장(축협별)현황_20140101,10
전라남도_곡성군_무인민원발급정보_20160101,11
전라남도_공중화장실_20150126,18
전라남도_노숙인생활시설현황_20131231,9
전라남도_노인생활시설현황_20131231,9
전라남도_노인인구현황_201606,6
전라남도_농어촌체험휴양마을+현황_20131231,8
전라남도_도시공원+현황_20131231,3
전라남도_도시산림공원조성현황_20140407,5
전라남도_도축장영업현황_20140101,8
전라남도_마을기업+현황_20140323,5
전라남도_무인민원발급기운영현황_20140331,8
전라남도_무인민원발급정보_20150330,11
전라남도_문화축제_20150101,16
전라남도_미디어+간행물+등록현황_20150331,4
전라남도_미디어간행물등록현황_(14년7월~16년4월),8
전라남도_병의원현황_20131231,5
전라남도_보호수지정현황_20140320,11
전라남도_비영리민간단체+등록현황_20131231,8
전라남도_어린이집+현황_20131231,17
전라남도_여성농업인센터현황_20140101,5
전라남도_영광군_토석채취허가현황현황_20170101,7
전라남도_요양보호사+교육기관+현황_20151030,6
전라남도_유독물취급영업소현황_20140101,12
전라남도_유인도정보_20160531,190
전라남도_응급의료기관+현황_20140531,9
전라남도_입목벌채+정보_20141103,6
전라남도_전통시장_20170622,16
전라남도_정보통신공사업현황_20150618,5
전라남도_정보화마을+일반현황_20150406,7
전라남도_친환경축산물인증기관현황_20140101,8
전라남도_피부미용업소현황_20150601,3
전라남도_학교숲+조성현황_20140320,6
전라남도_행복마을+시공업체현황_20160525,6
전라남도_환경오염물질+배출사업장+현황_20140101,26
전라남도교육청+전라남도학생교육문화회관_평생학습강좌_20170401,25
전라북도+가정폭력상담소현황(2016.07),4
전라북도+고창군_CCTV_20150914,13
전라북도+고창군_CCTV_20161026,13
전라북도+고창군_공공시설개방정보_20160731,26
전라북도+고창군_공연행사정보_20150915,24
전라북도+고창군_공연행사정보_20161027,24
전라북도+고창군_공중화장실_20150914,21
전라북도+고창군_공중화장실_20161026,21
전라북도+고창군_금연구역_20161026,15
전라북도+고창군_농기계임대정보_20161031,18
전라북도+고창군_도서관_20150831,22
전라북도+고창군_도서관_20161026,22
전라북도+고창군_도시공원정보_20150901,17
전라북도+고창군_도시공원정보_20161026,17
전라북도+고창군_무료급식소_20150901,14
전라북도+고창군_무료와이파이_20150911,15
전라북도+고창군_무료와이파이_20161026,15
전라북도+고창군_무인민원발급정보_20150930,11
전라북도+고창군_무인민원발급정보_20161026,11
전라북도+고창군_문화축제_20150831,16
전라북도+고창군_문화축제_20161026,16
전라북도+고창군_민박펜션업소_20150930,14
전라북도+고창군_민박펜션업소_20161026,14
전라북도+고창군_박물관미술관정보_20161026,24
전라북도+고창군_보호수_20161026,23
전라북도+고창군_사회적기업_20150901,12
전라북도+고창군_상수도수질검사_20160922,67
전라북도+고창군_어린이보호구역_20150901,12
전라북도+고창군_어린이보호구역_20161026,12
전라북도+고창군_어린이집_20150901,15
전라북도+고창군_재해위험지구_20161004,20
전라북도+고창군_전기차충전소_20160816,19
전라북도+고창군_전기차충전소_20161026,19
전라북도+고창군_주차장정보_20150901,31
전라북도+고창군_주차장정보_20161026,31
전라북도+고창군_평생학습강좌_20150914,25
전라북도+군산시_+마을회관_2016,13
전라북도+군산시_CCTV_20160630,13
전라북도+김제시_관광안내소_20170406,24
전라북도+김제시_사회적기업_20160101,12
전라북도+김제시_통신판매업체_2015,6
전라북도+남원시_CCTV_20170530,13
전라북도+남원시_관광안내소_20161001,24
전라북도+남원시_도서관_20170428,26
전라북도+남원시_무료와이파이_20160902,15
전라북도+남원시_무인민원발급정보_20161001,11
전라북도+남원시_상수도수질검사_20150910,67
전라북도+남원시_상수도수질검사_20161001,67
전라북도+남원시_어린이집_20161001,15
전라북도+남원시_전기차충전소_20161001,19
전라북도+남원시_전통시장_20161001,16
전라북도+남원시_주차장정보_20161001,31
전라북도+남원시_주차장정보_20170427,31
전라북도+남원시_휴양림_20161001,15
전라북도+농촌체험+휴양마을+지정+현황(14년),10
전라북도+데미샘자연휴양림+예약률,8
전라북도+무주군_CCTV_20170525,13
전라북도+무주군_금연구역_20170525,15
전라북도+무주군_세차장_20170525,18
전라북도+부안군_CCTV_20160901,13
전라북도+부안군_공연행사정보_20150907,24
전라북도+부안군_공중화장실_20150901,21
전라북도+부안군_관광안내소_20150901,24
전라북도+부안군_무인민원발급정보_20150930,11
전라북도+부안군_어린이보호구역_20150830,12
전라북도+부안군_어린이집_20150630,15
전라북도+부안군_주차장정보_20150830,31
전라북도+사적지+내+유물+전시관(2014.8),6
전라북도+성폭력상담소현황(2016.07),4
전라북도+순창군_CCTV_20160531,13
전라북도+순창군_건축물+유지관리+점검대상_20160630,8
전라북도+순창군_공공시설개방정보_20160620,26
전라북도+순창군_공중화장실_20160531,21
전라북도+순창군_관광안내소_20160620,24
전라북도+순창군_기업체현황_20160630,4
전라북도+순창군_도시공원정보_20160531,17
전라북도+순창군_무더위쉼터_20160531,20
전라북도+순창군_무료와이파이_20160531,15
전라북도+순창군_무인민원발급정보_20160620,11
전라북도+순창군_문화축제_20160620,16
전라북도+순창군_미용업+현황_20160630,4
전라북도+순창군_사회적기업_20160531,12
전라북도+순창군_상수도수질검사_20160531,67
전라북도+순창군_어린이보호구역_20160531,12
전라북도+순창군_어린이집_20160531,15
전라북도+순창군_재해위험지구_20160630,20
전라북도+순창군_전통시장_20160531,16
전라북도+순창군_주차장정보_20160620,31
전라북도+순창군_휴양림_20160531,15
"전라북도+여성회관(새일센터,인력개발센터)+현황(14년)",4
"전라북도+옹기종기마실극장+운영+현황(시군,유형)(2014.8)",9
전라북도+완주군_CCTV_20161020,13
전라북도+완주군_개별입지+일반기업체+및+산업단지+입주업체+현황_20170331,29
전라북도+완주군_공공시설개방정보_20160919,26
전라북도+완주군_공중화장실_20161020,21
전라북도+완주군_관광안내소_20161017,24
전라북도+완주군_금연구역_20161018,15
전라북도+완주군_도서관_20161020,22
전라북도+완주군_마을기업_20161025,20
전라북도+완주군_무더위쉼터_20161018,20
전라북도+완주군_무료와이파이_20160920,15
전라북도+완주군_문화축제_20160919,16
전라북도+완주군_민박펜션업소_20161020,14
전라북도+완주군_박물관미술관정보_20160928,24
전라북도+완주군_보호수_20161010,23
전라북도+완주군_사회적기업_20161014,12
전라북도+완주군_어린이보호구역_20161011,12
전라북도+완주군_자전거보관소_20161028,15
전라북도+완주군_재해위험지구_20161020,20
전라북도+완주군_전기차충전소_20160919,19
전라북도+완주군_전통시장_20161019,16
전라북도+완주군_주차장정보_20161010,31
전라북도+완주군_직업소개소현황_20170430,4
전라북도+의료급여+유형별+수급권자+현황(2014.6),21
전라북도+익산시_경로당_20160120,5
전라북도+익산시_골재채취업등록현황_20160710,3
전라북도+익산시_공공시설개방정보_20150917,27
전라북도+익산시_공중화장실_20160910,21
전라북도+익산시_농약비료판매_20160228,5
전라북도+익산시_마을기업_20160228,6
전라북도+익산시_무더위쉼터_20160922,20
전라북도+익산시_민박펜션업소_20160630,14
전라북도+익산시_세탁업소_20160228,5
전라북도+익산시_안경업소_20160228,3
전라북도+익산시_안마시술소_20160228,4
전라북도+익산시_약국_20160228,3
전라북도+익산시_음식점_201602228,4
전라북도+익산시_의료기기판매업소_20160228,3
전라북도+익산시_직업소개소_20160228,5
전라북도+익산시_치과기공소_20160228,3
전라북도+익산시_토석채취허가현황_20160710,7
전라북도+임실군_공공시설개방정보_20160831,26
전라북도+임실군_공동주택현황_20160301,7
전라북도+임실군_공시지가현황_20150101,7
전라북도+임실군_공연행사정보_20160831,24
전라북도+임실군_금연구역_20160831,15
전라북도+임실군_농기계임대정보_20160901,18
전라북도+임실군_담배소매인지정현황_20161201,4
전라북도+임실군_도서관_20160831,22
전라북도+임실군_마을기업_20160901,20
전라북도+임실군_문화축제_20150831,16
전라북도+임실군_문화축제_20160831,16
전라북도+임실군_병의원현황_20160101,9
전라북도+임실군_보안등정보_20160901,11
전라북도+임실군_보호수_20160831,23
전라북도+임실군_사회적기업_20160831,12
전라북도+임실군_상수도수질검사_20160831,67
전라북도+임실군_어린이보호구역_20160831,12
전라북도+임실군_어린이집_20160831,15
전라북도+임실군_주차장정보_20160831,31
전라북도+임실군_휴양림_20160831,15
전라북도+장수군_공공시설개방정보_20150930,26
전라북도+장수군_금연구역_20160131,15
전라북도+장수군_도시공원정보_20150101,17
전라북도+장수군_무료와이파이_20160630,15
전라북도+장수군_문화축제_20150930,16
전라북도+장수군_민박펜션업소_20150930,14
전라북도+장수군_사회적기업_20150930,12
전라북도+장수군_어린이보호구역_20150930,12
전라북도+장수군_어린이집_20170331,15
전라북도+장수군_전통시장_20150930,16
전라북도+장수군_주차장정보_20150930,31
전라북도+장수군_휴양림_20150930,15
전라북도+전주시_골재채취업+현황_20160630,5
전라북도+전주시_관광안내소_20160831,24
전라북도+전주시_금연구역_20160730,15
전라북도+전주시_길관광정보_20161031,14
전라북도+전주시_나들가게현황_20161030,9
전라북도+전주시_농어촌체험마을_20160831,17
전라북도+전주시_동물등록제대행업소현황_20161030,7
전라북도+전주시_동물병원현황_20161030,8
전라북도+전주시_마을기업_20160930,20
전라북도+전주시_무더위쉼터_20160730,20
전라북도+전주시_무료와이파이_20160831,15
전라북도+전주시_무인공중전화시설현황_20151030,10
전라북도+전주시_무인민원발급정보_20160831,11
전라북도+전주시_문화축제_20160831,16
전라북도+전주시_박물관미술관정보_20161027,24
전라북도+전주시_보호수_20160615,23
전라북도+전주시_북부권농식품기업현황_20161030,10
전라북도+전주시_사회적기업_20160831,12
전라북도+전주시_세차장_20160615,18
전라북도+전주시_어린이보호구역_20160930,12
전라북도+전주시_어린이집_20160731,15
전라북도+전주시_유기동물보호소현황20161030,8
전라북도+전주시_자전거도로_20151030,24
전라북도+전주시_자전거판매소_20151030,12
전라북도+전주시_전주지역기업현황_20160930,12
전라북도+전주시_전주한지상품_20161030,10
전라북도+전주시_집단급식소_20161024,9
전라북도+전주시_착한가격모범업소_20161114,10
전라북도+정읍시_CCTV_20160831,13
전라북도+정읍시_공공시설개방정보_20160831,26
전라북도+정읍시_공연행사정보_20160831,24
전라북도+정읍시_공중화장실_20160831,21
전라북도+정읍시_관광안내소_20160831,24
전라북도+정읍시_무료급식소_20160831,14
전라북도+정읍시_무료와이파이_20160831,15
전라북도+정읍시_박물관미술관정보_20161018,24
전라북도+정읍시_보호수_20161018,23
전라북도+정읍시_상수도수질검사_20160831,67
전라북도+정읍시_어린이보호구역_20160831,12
전라북도+정읍시_어린이집_20160831,15
전라북도+지방세+과징+연도별+현황,7
전라북도+지방세+및+도세+부담액+연도별+현황,7
전라북도+진안군_민박펜션업소_20161031,14
전라북도+진안군_어린이보호구역_20161031,12
전라북도+진안군_주차장정보_20161031,31
전라북도+청소년단체+현황(13.12),6
전라북도+초중고교+현황(총괄)(2014.4),13
전라북도+초중고교+현황(학년별)(2014.4),13
전라북도+최다+이용+정류장(14년),6
전라북도+최다+이용+정류장(15년),6
전라북도+캠핑장+현황(2015.7),28
전라북도+탄소산업+연관기업+현황(2016.03),6
전라북도+해외규격인증획득지원사업+선정업체+현황(11년),5
전라북도+향토산업+육성사업+현황,9
전라북도,5
전라북도_관광안내소_20150901,24
전라북도_도서관_20150930,22
전라북도_무료급식소_20150930,14
전라북도_민박펜션업소_20150930,14
전라북도_발전과_새만금_조기_개발과의_관계_및_지원사항_2011,10
전라북도_상수도수질검사_20150427,67
전라북도_순창군_동물병원현황_20160630,3
전라북도_순창군_마을회관정보_20160630,6
전라북도_순창군_모범음식점_20160630,4
전라북도_순창군_문화유통업현황_20160630,4
전라북도_순창군_문화재현황_20160630,8
전라북도_순창군_의무소독대상시설현황_20160630,4
전라북도_순창군_의약품판매업소현황_20160630,4
전라북도_순창군_인구및세대수_20160630,6
전라북도_순창군_주유소현황_20160630,3
전라북도_순창군_출판업소+및+인쇄업소+현황_20160630,3
전라북도_어린이보호구역_20150930,12
전라북도_어린이집_20150901,15
전라북도경로당현황(2015.6.),5
전라북도의료기기수리업현황(160415),9
전라북도임실군_보건지소_및_진료소_현황_20160531,10
전란남도+영암군+영암사랑상품권가맹점_201605,6
전란남도+영암군+이용업201605,7
전략+네트워크+목록,9
전력기술표준+관리+정보(2016),3
전력설비+현황(2015년1월),9
전력수급+동향(2004~2013),10
전력정보기술센터포털+정보(14년5월~+16년+5월),5
전문건설업+등록현황,10
전문건설업체(2014.3.5+기준),5
전문대학_20160524110851,18
전문심사+승인+현황(2014년+9월+현재),4
전문심사+승인현황(2015년+9월),4
전문예술법인.단체+지정+현황(2014.12),8
전문예술법인단체현황(2016.6월),7
전문회사20160731,7
전북+농촌유학시설+현황(2016.+6월기준),6
전북_도민으로서의_자부심_2012,7
전북_순창군_마을회관정보_20150825,10
전북지방경찰청+교통법규위반+유형별+단속현황(20160102),7
전북지역+도로조명등+정기점검+상세현황(12.31일기준),14
전북지역+신호등+정기점검+상세현황(2014.12.31일기준),14
전북휴일지킴이약국(2015.9),7
전세버스현황_2016,6
전세보증금반환보증+발급현황(16.04),8
전세보증금반환보증+발급현황(16.05),8
전세보증금반환보증+발급현황(16.06)완료,8
전세보증금반환보증+발급현황(16.09)완료,8
전세보증금반환보증+주택유형별+가입현황,3
전세특수운송업현황(2014.12월기준),5
전자상거래+주요국가별+수입현황(2015),7
전자상거래대출보증(상품별)++현황(2014.9월),6
전자상거래대출보증(상품별)현황(2015년9월),8
전자상거래대출보증+지원현황(2015년+9월),14
전자상거래대출보증지원현황(2014년+1월),14
전자상거래보증+업종별+잔액+비중+현황(2014년+9월),3
전자상거래보증+업종별+잔액비중+현황(2015년+9월+30일),4
전자상거래보증+현황(2015년9월),4
전자상거래보증현황(2013년부터+2014년+9월까지),4
전자입찰+계약정보_공사(2016),27
전자통신동향분석(29권1호),8
전자통신동향분석(29권2호),8
전자통신동향분석(29권3호),8
전자통신동향분석(29권4호),8
전자통신동향분석(29권5호),8
전자통신동향분석(30권1호),6
전자통신동향분석(30권2호),6
전자통신동향분석(30권3호),6
전자통신동향분석(30권4호),6
전자통신동향분석(30권5호),8
전자통신동향분석(30권6호),8
전자통신동향분석(31권1호),8
전자통신동향분석(31권2호),8
전자통신동향분석(31권3호),8
전주시+체육시설+정보(2014.+12),9
전통+한옥체험+프로그램(2016.7),5
전통문양활용+제품디자인+DB(2D+3D)_2016,8
전통사찰(고양시),6
전통사찰+현황(2016),6
전통사찰+현황(2016.12.13.현재),8
전통사찰+현황(953),4
전통사찰+현황,7
전통사찰위치좌표,9
전통사찰현황게시(2014.8),5
전통시장+경기동향(BSI)+현황(2013.1-2016-5),30
전통시장+경기동향(BSI)+현황_3분기,30
전통시장,13
전통시장및소핑시설,14
전통시장현황(2014년),6
전통시장현황(공개용),9
전통주+제조업체+현황(2015년),13
전화시설_및_가입자_2007,8
정관도서관+신착자료(2016.8월),8
정관도서관+신착자료(2016년11월),6
정관도서관+신착자료(2016년12월),6
정류소+설치현황,22
정보공개+미용(20150710),4
정보공개-졸업기업후속연계지원금+집행+현황_청년창업사관학교(안산)_161101,10
정보소외계층+교육기관+현황,8
정보통신+수리업체+(2016),8
정보통신사업자현황_2016.5.25현재,7
정보통신설비+현황(2015년1월),7
정보화도서관_프로그램_현황_정보,8
정보화센터_사회통합_201510_최종본,9
정보화센터_사회통합_201512,9
정보화센터_유학생_201507_최종,5
정부관리양곡_보관창고_20160524143525,16
정비사업대출보증현황_16년3분기,6
정비사업대하금+및+융자금+현황(2015.3분기),5
정비사업대하금+및+융자금+현황(2015.4분기),5
정비사업대하금+및+융자금+현황(2016.3분기),5
정비업현황(2014.12월기준),4
정수장별_상수도_시설용량_및_생산실적_20160524152515,9
정신요양.노숙인시설+현황(2014.7),12
정신요양.노숙인시설+현황(2015.7),8
정신의료기관+현황(2016년),5
정주의향_5년_후__2012,4
정주이유_1순위__2012,11
정주이유_2순위__2012,12
정책보증현황(16.04),5
정책보증현황(16.05),5
정책보증현황(16.06)완료,5
정책보증현황,6
정책자금+사업별+집행실적(2014_1),5
정책자금+사업별+집행실적(2014_2),5
정책자금+사업별+집행실적(2014_3),5
정책자금+사업별+집행실적(2014_4),5
정책자금+사업별+집행실적(2015_1),5
정책자금+업력별+집행실적(2014_1),12
정책자금+업력별+집행실적(2014_2),12
정책자금+업력별+집행실적(2014_3),12
정책자금+업력별+집행실적(2014_4),12
정책자금+업력별+집행실적(2015_1),11
정책자금+업종별+집행실적(2014_1),13
정책자금+업종별+집행실적(2014_2),13
정책자금+업종별+집행실적(2014_3),13
정책자금+업종별+집행실적(2014_4),13
정책자금+업종별+집행실적(2015_1),13
정책자금+자산+규모별+집행실적(2014_1),8
정책자금+자산+규모별+집행실적(2014_2),8
정책자금+자산+규모별+집행실적(2014_3),8
정책자금+자산+규모별+집행실적(2014_4),8
정책자금+자산+규모별+집행실적(2015_1),9
제1하수처리장+방류수질+현황(2016.5),8
제2하수처리장+방류수질+현황(2016.5),8
제6기+광주맛집+명단(95개소),5
제과점(2015.3.11),7
제과점+현황_141231기준,11
제과점_현황_140531기준,10
제대군인브이넷채용정보,7
제설함+비치현황,7
제조업+등록+현황_2014,6
제조업_중분류별_전력사용량_20160524152529,25
제주+지역상품+정보,4
제주공항+문화행사일정('14),8
제주공항+상주기관+현황('14),3
제주관광공사_관광안내소_20150810,24
제주국제자유도시개발센터+2012년부터+2014년까지+옥외광고+현황(2014년+11월+기준),4
제주국제자유도시개발센터+2013년도+글로벌아카데미+운영현황(2013년+전체+기준),6
제주국제자유도시개발센터+2014년도+글로벌아카데미+운영현황(2014년+상반기+기준),6
제주도,5
제주영어교육도시+BHA(브랭섬홀+아시아)+제주+국제학교+현황(2014년+11월+기준),3
제주영어교육도시+BHA(브랭섬홀아시아)+제주국제학교현황(15-16학사년도+기준),3
제주영어교육도시+NLCS+제주+국제학교+현황(15-16학사년도),17
제주영어교육도시+NLCS+제주+국제학교+현황(2014년+11월+기준),3
제주영어교육도시+공급대상토지+입찰결과(2014년+7월+1일+기준),7
제주영어교육도시+공급대상토지+필지별+세부내역+및+예정가격(2014년+7월+1일+기준),12
제주영어교육도시+토지공급+현황('14.11월말+현재),4
제주지역+평생학습기관+강좌+상세현황(2014.11-2014.12),11
제주첨단과학기술단지+CCTV+설치+및+관리현황,4
제주첨단과학기술단지+내+지역상품정보(2015년+기준),4
제주투자진흥지구+현황(2014년+10월+기준),8
제주특별자치도+서귀포시_개별공시지가정보_20150101,9
제주특별자치도+서귀포시_개별공시지가정보_20160101,10
제주특별자치도+서귀포시_개별주택가격_20150101,7
제주특별자치도+서귀포시_경로당현황_20160531,5
제주특별자치도+서귀포시_공연행사정보_20160923,24
제주특별자치도+서귀포시_공장등록현황_20160930,7
제주특별자치도+서귀포시_공중화장실_20160315,21
제주특별자치도+서귀포시_관광안내소_20160831,24
제주특별자치도+서귀포시_금연구역_20160317,15
제주특별자치도+서귀포시_농어촌체험마을_20160622,17
제주특별자치도+서귀포시_도립공원현황_20160930,11
제주특별자치도+서귀포시_도시공원정보_20160831,17
제주특별자치도+서귀포시_모범음식점현황_20160930,9
제주특별자치도+서귀포시_무료급식소_20160831,14
제주특별자치도+서귀포시_무료와이파이_20160831,15
제주특별자치도+서귀포시_무인민원발급정보_20160620,11
제주특별자치도+서귀포시_문화축제_20160620,16
제주특별자치도+서귀포시_민박펜션업소_20160630,14
제주특별자치도+서귀포시_보건소정보_20160630,7
제주특별자치도+서귀포시_보호수_20160831,23
제주특별자치도+서귀포시_세차장_20160407,18
제주특별자치도+서귀포시_숙박업_20160630,10
제주특별자치도+서귀포시_숲길산책로현황_20160930,6
제주특별자치도+서귀포시_안마시술소현황_20160630,5
제주특별자치도+서귀포시_어린이집_20160531,15
제주특별자치도+서귀포시_영화상영관현황_20160630,22
제주특별자치도+서귀포시_위생관련단체현황_20160630,4
제주특별자치도+서귀포시_의료기관진료현황_20160630,8
제주특별자치도+서귀포시_일반음식점_20160630,5
제주특별자치도+서귀포시_자동차정비업현황_20160831,5
제주특별자치도+서귀포시_전통시장_20160831,16
제주특별자치도+서귀포시_종량제봉투판매업소현황_20160930,5
제주특별자치도+서귀포시_주차장정보_20160831,31
제주특별자치도+서귀포시_평생학습강좌_20160926,25
제주특별자치도+서귀포시_휴게음식점_20160630,5
제주특별자치도+서귀포시_휴양림_20160620,15
제주특별자치도+제주시_가로수및가로화단현황_20150101,10
제주특별자치도+제주시_가스사업자+현황(2015),5
제주특별자치도+제주시_감귤생산량(2012),12
제주특별자치도+제주시_감귤생산량(2013),12
제주특별자치도+제주시_감귤생산량(2014),12
제주특별자치도+제주시_감귤재배현황(2011),8
제주특별자치도+제주시_건설기계+등록+현황(2014),5
제주특별자치도+제주시_건설기계등록현황(2015),5
제주특별자치도+제주시_공연행사정보_20160824,24
제주특별자치도+제주시_공연행사정보_20170626,24
제주특별자치도+제주시_공중화장실_20160611,21
제주특별자치도+제주시_관광안내소_20160824,24
제주특별자치도+제주시_농어촌+민박+정보(2014),7
제주특별자치도+제주시_농어촌체험마을_20160909,17
제주특별자치도+제주시_다문화가족+현황(2015),4
제주특별자치도+제주시_다소비일반의약품가격조사결과현황_20150616,12
제주특별자치도+제주시_대피시설현황_20150101,7
제주특별자치도+제주시_도로명주소고시조서_20150131,7
제주특별자치도+제주시_도로정보(2014),10
제주특별자치도+제주시_도로정보(2015.02),8
제주특별자치도+제주시_도시공원정보_20150915,17
제주특별자치도+제주시_도시공원정보_20160831,17
제주특별자치도+제주시_동물병원+정보(2014),3
제주특별자치도+제주시_동물판매업+등+정보(2014),4
제주특별자치도+제주시_마을기업정보(2014),5
제주특별자치도+제주시_무단투기+CCTV+정보(2014),7
제주특별자치도+제주시_무더위쉼터_20160824,20
제주특별자치도+제주시_무인민원발급정보_20150930,11
제주특별자치도+제주시_무인민원발급정보_20160824,11
제주특별자치도+제주시_문화축제_20160913,16
제주특별자치도+제주시_민박펜션업소_20150831,14
제주특별자치도+제주시_민박펜션업소_20160630,14
제주특별자치도+제주시_사회적기업_20160831,12
제주특별자치도+제주시_산지이용+지정+현황(2008~2015),3
제주특별자치도+제주시_세차장_20160719,18
제주특별자치도+제주시_소독의무대상시설+현황(2016),5
제주특별자치도+제주시_소방시설업+세부현황(2014),5
제주특별자치도+제주시_소방시설업현황_201508,6
제주특별자치도+제주시_식품접객업(일반음식점)현황_2017,8
제주특별자치도+제주시_쓰레기종량제봉투판매소현황_2017,5
제주특별자치도+제주시_어린이보호구역_20150930,12
제주특별자치도+제주시_옥외광고업현황_2016,5
제주특별자치도+제주시_위생관리등급평가+결과+정보(2013),5
제주특별자치도+제주시_위생관리등급평가결과현황_20150122,7
제주특별자치도+제주시_유흥주점현황_2017,8
제주특별자치도+제주시_음식물쓰레기+다량배출사업장+정보(2014),4
제주특별자치도+제주시_음식물쓰레기다량배출사업장현황(2016),5
제주특별자치도+제주시_음식물쓰레기다량배출사업장현황_20150116,5
제주특별자치도+제주시_입목벌채허가+정보(2014),12
제주특별자치도+제주시_입목벌채허가정보_201605,12
"제주특별자치도+제주시_입산통제구역+및+폐쇄,+개방등산로+지정정보_201606",5
제주특별자치도+제주시_자동차정비업현황_20150202,6
제주특별자치도+제주시_재해위험지구_20160524,20
제주특별자치도+제주시_재활용신고업체현황_2016.6,6
제주특별자치도+제주시_전문건설업현황_20151001,5
제주특별자치도+제주시_제과점현황_201608,9
제주특별자치도+제주시_종자업현황(2016.05),11
제주특별자치도+제주시_주차장정보_20160831,31
제주특별자치도+제주시_축산물위생업+정보(2014),4
제주특별자치도+제주시_축종별+전염병+발생(2014),7
제주특별자치도+제주시_폐기물매립장현황_2016.06,7
제주특별자치도+제주시_폐기물소각장+현황(2013),9
제주특별자치도+제주시_폐기물소각장현황_2016.06,9
제주특별자치도+제주시_휴게음식점현황_201608,9
제주특별자치도+최다+이용+정류장(14년),6
제주특별자치도+최다+이용+정류장(15년),6
제주특별자치도_3차원지리정보의+관광지리현황_20150101,3
제주특별자치도_3차원지리정보의+생활지리정보현황_20150101,3
제주특별자치도_3차원지리정보의+여성선호공간현황_20150101,4
제주특별자치도_가축분양현황_2015,13
제주특별자치도_관광안내소_20160831,24
제주특별자치도_교통관련+봉사단체+현황_20151231,7
제주특별자치도_교통카드판매소및충전소현황_20151001,6
제주특별자치도_구조장비현황_2016,8
제주특별자치도_국제학교학생현황_20150901,17
제주특별자치도_귀농귀촌가구현황(2015),20
제주특별자치도_금연구역현황_20160711,5
제주특별자치도_낚시터현황_20150930,4
제주특별자치도_노인돌봄서비스+시설현황_2013,6
제주특별자치도_노인돌봄서비스시설현황(2016.03),9
제주특별자치도_노인복지시설현황(2015.12),6
